age,income,gender,city,purchases,score,category,is_active,signup_year,device,last_login_days,target
53.0,,female,Cairo,9,0.6782498764563304,C,1,2022,Android,211,0
52.0,10522.933860114099,unknown,Alex,46,0.5262676849250575,,0,,Android,59,0
49.0,11668.471061538217,,Unknown,31,0.9104258836558697,D,0,2020,,162,1
57.0,19595.529876675166,unknown,Tanta,14,0.9420111886394297,B,0,2022,Android,99,1
41.0,10634.02426026328,female,Cairo,38,0.9296851627147892,C,1,2018,iOS,290,1
34.0,9476.16582558454,male,Unknown,45,0.5978029296625484,B,,,iOS,395,0
24.0,4878.841111346713,unknown,,7,0.5193964511941995,C,,2022,,345,1
18.0,2865.7297203447433,male,Giza,24,0.2689720435253944,C,1,,Web,124,0
52.0,9398.474892625572,female,Tanta,17,0.1620703527094003,D,1,2020,,214,1
49.0,19258.233363886182,unknown,Tanta,14,0.5570945109255944,C,0,,iOS,249,1
53.0,9047.040731399784,unknown,Giza,25,0.14849672349931575,C,,2021,iOS,245,1
30.0,6522.707630007935,unknown,Unknown,40,0.17211566356472607,A,,2020,iOS,391,0
23.0,12034.312288761404,male,Unknown,43,0.35674299709688084,,,2021,iOS,282,1
31.0,974.9563844191107,female,,20,0.18674704194029879,,1,,Web,283,0
54.0,10356.806068100113,,Tanta,21,0.5017281413809874,B,,,,391,0
32.0,13709.7018290099,,Unknown,45,0.663749485647823,B,0,2020,iOS,269,0
21.0,5735.983600340649,female,Giza,33,0.6979005764210412,D,,2020,,360,0
57.0,16159.913960788526,unknown,Unknown,36,0.5327780101693823,B,,2021,iOS,327,0
33.0,12968.571472326408,,Tanta,36,0.521799041815897,A,0,2018,Web,230,1
45.0,16200.64556016423,unknown,Unknown,13,0.47481112874947595,B,0,2020,iOS,231,0
33.0,3806.593208653212,female,Cairo,3,0.2452652140980217,C,1,2020,Web,222,0
21.0,9186.849585927,male,Giza,23,0.6542428316639706,B,1,,iOS,131,0
43.0,14149.569558377038,unknown,Giza,1,0.6570291891275115,B,0,2019,iOS,374,1
45.0,3259.635881332184,male,Alex,0,0.25580500904050385,C,,2022,,290,1
49.0,14261.822597933191,male,Unknown,1,0.7005690227196055,A,,2019,Android,370,1
19.0,9190.68898929554,female,,12,0.8580053312360555,,0,,Web,372,0
,14228.329811174786,female,Giza,26,0.5947093996357083,A,1,2020,Web,227,1
20.0,10978.615276262992,male,Unknown,16,0.11753962134886009,A,0,2020,Android,362,0
,16348.718880266397,male,Cairo,44,0.327260708766141,D,,2020,Web,118,1
41.0,4186.405001855776,,Tanta,16,0.09278794215680608,D,,2018,Web,121,1
32.0,11480.816309180575,,Tanta,4,0.30203109498213077,C,1,2019,Web,353,1
48.0,3197.9562473333526,female,Alex,23,0.21194424431227277,D,1,2022,Android,73,0
26.0,11887.922320417332,unknown,Alex,7,0.5546288666744599,,1,2018,Web,372,1
56.0,11475.189630382247,male,,43,0.4235444891450809,C,0,2021,iOS,227,0
19.0,8717.132967750736,unknown,Giza,8,0.7226840826705192,D,1,,iOS,179,0
25.0,6472.912488061207,male,,17,0.3630423200327725,B,0,2020,Web,293,0
24.0,8535.852977515902,female,Giza,15,0.15472065026853143,D,0,2018,Android,366,0
56.0,10439.437014729561,unknown,Giza,31,0.23602491568519213,,0,,iOS,303,0
59.0,11278.840502361902,female,Cairo,39,0.5457831892165507,D,1,,iOS,244,0
33.0,18695.4218944448,male,Alex,38,??,C,0,2021,iOS,300,0
52.0,13930.374171446858,female,Alex,40,0.04260860817863554,B,1,2020,Android,95,0
47.0,,unknown,Tanta,43,0.20994550037282445,C,0,2018,,373,0
27.0,12607.190423048025,,Alex,45,0.2967364864791967,B,0,2020,Web,337,1
55.0,13965.935853163908,female,Alex,31,0.7253595434171067,B,1,2019,iOS,367,0
35.0,7048.149002846247,unknown,Cairo,41,0.7304269525313968,,0,2020,iOS,288,0
22.0,13159.702164441758,female,,47,0.6979876131950005,A,,,Web,58,1
46.0,,female,Giza,1,0.8184614650754317,,0,2022,Web,14,1
56.0,6884.223680970252,,,37,0.8738797209237377,A,1,2022,iOS,235,0
51.0,3590.9619810116255,unknown,Cairo,42,0.07110823157967938,A,,2020,iOS,34,0
40.0,9050.24334159523,unknown,Unknown,3,0.4930573034079534,,1,2018,iOS,57,1
22.0,7868.595327067582,unknown,Tanta,4,0.14895928450553464,D,0,,Android,279,0
47.0,8213.698881129783,male,Tanta,36,0.35406013064758945,,1,2021,,158,0
23.0,13669.641796135533,female,Tanta,48,0.6631970521122137,C,0,2021,,250,0
21.0,10407.620917965061,,,36,0.6016587225635783,C,,2022,Web,31,0
46.0,13601.453934589883,unknown,Giza,25,0.12855961697416973,C,1,2022,Android,160,1
40.0,17318.57621431657,,Giza,42,0.7570815857393376,C,,2018,,103,0
23.0,19425.99666085412,male,Giza,8,0.7870167549537618,A,,2019,Android,107,0
49.0,9370.881470815313,male,Tanta,14,0.13918387834490087,A,0,2022,,122,1
59.0,12406.353950744966,,Tanta,23,??,,1,2022,Android,361,1
35.0,9303.584453653926,unknown,,23,0.9452293046080027,B,1,2020,Web,227,0
32.0,14563.897368533708,,,34,0.09394084562292793,B,1,2019,Web,394,0
57.0,13688.60550261149,unknown,Tanta,47,0.16460677119821765,A,,2019,,95,0
49.0,7027.574748344881,unknown,Unknown,40,0.7655245613426068,D,0,2022,iOS,252,1
26.0,,male,Unknown,24,0.33692570024505697,A,,2020,,250,1
54.0,16237.20860779395,,,25,0.9555716069680898,D,1,,,46,0
27.0,7528.734492521624,male,Tanta,22,0.624363042315152,B,0,,,7,0
37.0,9496.920945257545,female,Giza,5,0.48320032094416865,A,0,2018,Android,160,0
23.0,13037.684090647239,male,Giza,40,0.3376635122331757,,0,2021,Web,230,1
20.0,9254.909703305853,unknown,Unknown,26,0.23912473681337187,C,0,2022,Android,338,0
59.0,16902.843305671886,,Unknown,18,0.6500208023513021,B,0,2021,Android,226,1
28.0,,female,Tanta,30,0.5920289622603478,A,1,2021,Web,296,1
34.0,6021.237692377141,female,Tanta,37,0.3579128208988067,A,1,,,263,1
49.0,7365.220248161208,female,Giza,42,0.9177767463434526,C,1,2021,Android,123,1
21.0,12644.026935455066,female,,31,0.7618038952907226,B,1,,iOS,25,1
21.0,9765.892424872181,,Alex,1,0.2600673768702464,,,,iOS,363,0
34.0,1267.4844785680525,unknown,,17,0.943365972407974,,0,2022,,136,1
58.0,5631.027075352685,female,Giza,27,0.7555390914666295,,0,2018,Android,357,1
36.0,11053.428837269976,unknown,,6,0.8971069272317715,B,1,2019,iOS,354,0
22.0,14007.469562704944,male,Giza,22,0.1362199645830512,,1,2020,,6,0
49.0,14071.811667341966,unknown,Tanta,35,0.03299676122967743,D,0,2019,Android,261,1
39.0,18832.76629796867,female,Alex,23,0.4929182657095732,A,,2020,iOS,97,1
23.0,6888.425218094971,male,Alex,27,0.4481528689994404,D,,2019,Android,316,0
52.0,7103.6461909659265,male,Tanta,24,0.8698039545817595,B,0,2022,iOS,242,0
39.0,9886.023322029234,male,Cairo,38,0.17214543428156182,,1,2022,,15,0
18.0,2458.1188800057243,female,Tanta,48,0.02358221768398483,,0,2021,,201,1
37.0,9986.161479395816,unknown,Unknown,3,0.5292477972626524,,1,2020,iOS,13,0
39.0,9120.228170429604,,,44,0.17756610739465084,C,0,,Web,120,0
28.0,13562.730363363782,unknown,Alex,18,0.04950898508498047,C,0,2018,,390,0
30.0,14326.84269352481,female,Tanta,3,0.022206455405157643,,1,2022,Android,321,0
59.0,11607.731029191076,female,Giza,12,0.14243365553243292,A,0,2020,,286,0
20.0,10012.934668806796,male,Giza,0,0.37585658435545033,C,0,2022,iOS,28,1
26.0,11638.069486587829,unknown,,33,0.8839683282859138,B,,2018,Web,336,0
29.0,,female,Giza,6,0.760574610687164,,,2020,Web,198,0
40.0,9627.954000388789,female,Tanta,24,0.5301682374185188,A,1,2021,Android,241,1
31.0,10075.447084925097,,Cairo,22,0.4303447653778326,C,0,2020,iOS,78,0
50.0,9662.116550531982,unknown,Unknown,29,0.4557990763788754,B,,2018,,315,0
35.0,9230.383135761318,male,Giza,48,0.8846444145168944,C,1,,,237,0
58.0,7204.28865602362,male,Tanta,6,0.7246311308626231,B,,2021,iOS,5,0
26.0,5384.78825839277,male,Cairo,44,0.1720125145045598,,,,iOS,236,0
40.0,9077.093844920862,unknown,Alex,16,0.9397318876124753,A,0,,iOS,133,0
27.0,12674.573476065902,female,Alex,32,0.772915053821885,D,,,Web,282,0
36.0,2181.6776798225355,female,,1,0.034156074380421675,C,,2022,Web,180,0
22.0,7762.232559472946,,Unknown,37,0.5022570280568253,A,0,,Web,97,0
40.0,19310.932242527808,,Tanta,43,0.6527817957387195,D,1,2021,Android,77,0
47.0,9131.604545155958,female,Tanta,12,0.06098900317300582,,0,2022,Android,16,1
42.0,10681.073886035561,female,Giza,31,0.3530601759002623,B,0,2018,Web,329,1
45.0,,unknown,Cairo,21,0.6483024617258153,,1,,iOS,368,1
51.0,11437.4587281481,,Unknown,8,0.8160876743378809,A,,2019,iOS,317,0
42.0,11540.208362106197,male,Cairo,16,0.9771378956415687,A,0,2019,,321,1
27.0,5904.339966746283,male,Unknown,17,0.12163045293408004,C,0,2018,Web,205,1
31.0,11407.70523809435,male,Tanta,39,0.6324023896234165,D,0,2022,iOS,55,0
59.0,9933.413118903147,male,Tanta,39,0.8927896843271823,D,1,2021,iOS,276,1
47.0,14162.110724463271,female,Unknown,26,0.7169178596237631,C,0,2022,,354,0
58.0,15747.952441053018,female,Cairo,10,0.6323996294111817,,0,2019,,347,0
42.0,10136.403595213767,unknown,,27,??,D,1,,Android,243,1
31.0,11719.431784828048,male,Alex,7,0.8152973245972236,,,2021,Web,35,1
52.0,1495.5654194016497,female,Alex,49,0.5624913831175343,B,0,2020,Android,168,1
51.0,-60.43323382105518,female,Giza,17,0.1114162300190048,A,,2019,Android,172,1
27.0,14919.364854053336,female,Giza,12,0.9356017417313167,B,1,2018,,254,1
52.0,-1227.0361140808745,male,,32,0.9883907373065893,C,,2021,iOS,339,1
28.0,11473.013203097487,female,Cairo,14,0.5376724637025599,D,1,2022,Web,134,0
28.0,9218.551714352347,,,21,0.7764790940727705,B,1,,,108,1
38.0,15541.086968281757,male,Tanta,37,0.5833127059090054,A,,2020,Web,369,0
38.0,9841.71131062354,male,Cairo,29,0.4222057437688588,D,,2019,,219,0
39.0,18110.141482679253,,Unknown,5,0.4091080337173576,,0,2021,iOS,31,1
24.0,9082.457092750576,unknown,Alex,44,0.9643142989037355,D,1,2019,Web,283,1
34.0,15158.570058702571,unknown,Giza,33,0.3687864964324198,A,,2018,iOS,216,1
19.0,3257.9360672322073,male,Cairo,18,0.49045418714477074,D,0,2019,Android,341,0
29.0,-359.1694388924352,male,Cairo,48,0.2484907858654315,B,1,,Web,321,1
59.0,9873.045278791158,male,Unknown,32,??,C,0,2022,,212,0
35.0,3697.3163338471213,,Tanta,13,0.3562270954141472,B,0,2022,Android,197,0
28.0,9730.33076078189,female,Tanta,47,0.9247776362574781,D,1,2018,Android,41,1
33.0,8140.619871046767,,Alex,46,0.39653805303458023,,0,2018,,309,1
35.0,12723.144759799128,female,,40,0.5522895087491599,D,,2020,Web,322,1
52.0,5210.317145455917,female,,18,0.5457534665906498,A,0,2021,iOS,63,1
43.0,11910.94285802186,unknown,Giza,39,0.5831512576581919,B,0,2019,Android,23,0
33.0,13887.77201651098,,Tanta,14,0.8200434336964604,B,1,2018,Web,267,0
23.0,9074.327496759144,,Tanta,9,0.9012014078846223,D,,2021,Web,68,1
59.0,12152.03984250166,male,Tanta,1,0.2087468673712306,C,,2018,iOS,339,0
29.0,5596.439927669612,,,49,0.8604472819743728,D,,2018,Android,153,0
30.0,8278.050657378011,female,Cairo,1,0.5477071273074449,C,,2020,iOS,15,1
21.0,3960.683072827771,female,Tanta,20,0.9244695293101196,D,0,,Web,227,1
56.0,20524.47638971523,,,11,0.9161565749721257,B,,,Web,146,0
19.0,15529.57245509732,unknown,Unknown,9,0.3894332910686614,C,,,,30,0
43.0,17470.53674902168,unknown,,11,0.6518767407524094,A,1,2022,,363,1
44.0,15464.975232326264,male,Alex,38,0.8714111875820089,C,,2021,iOS,258,0
44.0,7015.783417154276,male,Tanta,1,0.3847088730115773,,1,2020,Android,334,1
32.0,3094.654008583673,female,Giza,0,0.04382537254116059,A,,2022,iOS,240,1
25.0,8091.671009436186,,Cairo,1,0.35980784616451966,D,0,2018,Android,54,1
24.0,12138.880933133809,female,Unknown,22,0.3654041626071991,,,,,394,1
57.0,8693.862598720185,female,,27,0.8067456008533188,A,1,2020,Android,271,0
29.0,-56.571225876112294,,Alex,16,0.3096234799396299,D,,2022,Web,370,1
30.0,13361.837303433545,female,Cairo,39,0.8939836968140294,C,0,2022,Web,38,0
34.0,2808.055408494276,female,Unknown,20,0.5486415379468083,D,1,2020,,106,0
34.0,8099.47021004926,unknown,Cairo,43,0.586154183164465,B,0,2019,,118,0
53.0,,male,Alex,33,0.8070075479378683,A,,,,51,0
38.0,10220.800320947606,unknown,Alex,8,??,C,,2020,iOS,110,1
25.0,14844.965660054428,male,Tanta,16,0.017941621235254335,D,1,2018,Android,384,1
22.0,11560.689745395313,male,Giza,48,0.056614675488534716,C,0,2019,iOS,159,0
43.0,5459.939254872042,male,Tanta,41,??,C,0,2020,Android,376,0
33.0,,unknown,,44,0.6998948799276911,A,1,2022,,71,1
53.0,9715.485073559232,,Cairo,31,0.2449710870369849,C,,,iOS,18,1
45.0,3313.7628902589086,female,Tanta,4,0.8574221085227095,A,,2021,,186,1
46.0,2558.5177536492865,,Alex,13,0.8828750172200762,C,0,2020,iOS,345,1
29.0,11724.711645377492,,Alex,45,0.3560869731203896,C,1,2022,iOS,115,1
54.0,19636.052670437388,male,Alex,46,0.19482535629723952,D,0,2020,Web,213,0
47.0,5156.858398991965,male,Tanta,24,0.49881197476522665,,,,iOS,237,1
40.0,5693.6288774071845,unknown,,21,0.8158083700841869,A,,2018,,10,0
33.0,11790.083605790229,unknown,,4,0.6848919737696556,B,0,2018,iOS,198,0
,4087.325592322445,female,Unknown,37,0.02574225638614136,A,,2022,,197,1
27.0,20593.21937283497,,Tanta,8,0.007150552798572352,C,,,,95,1
24.0,6104.480771278822,,Tanta,30,0.11380352813106542,,1,2022,Android,350,0
54.0,7754.759506211794,female,Tanta,40,??,A,1,2019,Web,143,0
46.0,6379.563321442105,male,Tanta,20,0.5368822101525789,C,1,2018,Android,16,1
20.0,14206.423815921564,unknown,Alex,35,0.8175849433858362,B,,2021,iOS,172,1
32.0,19730.122972069796,female,Giza,0,0.14279276201189706,D,1,2018,iOS,227,0
53.0,6835.4007210971,,Tanta,21,0.1524790167039628,D,0,2018,iOS,240,1
36.0,13899.598439366211,female,Tanta,22,0.8636303956635697,A,,2021,Web,183,1
30.0,4123.419036913387,female,Giza,22,0.924024924360882,A,0,,Android,266,0
59.0,14316.732637482135,,Tanta,14,0.5512894021556524,B,,,,371,0
,17912.62320488601,,Giza,45,0.7848926031026473,D,0,2018,Web,233,0
54.0,16535.60380539534,unknown,Alex,0,0.3426711179212344,C,1,2020,iOS,114,0
44.0,,unknown,Unknown,5,0.9462668810574608,A,,2020,Android,29,0
46.0,5352.339506458183,,Tanta,39,0.9048804519888082,,,2018,iOS,280,1
37.0,10003.470551883129,unknown,Unknown,34,0.8496049455614652,D,0,2018,iOS,353,1
,8600.99811771116,unknown,Tanta,16,0.012981589165289908,C,,2021,,363,0
,7989.888523478779,unknown,Cairo,22,0.523298084345357,D,0,2018,Web,148,1
53.0,10929.474334998695,,,19,0.02666180224232828,B,1,2022,iOS,129,1
19.0,9700.541016458114,male,Cairo,27,0.6774455538437709,,0,2020,iOS,194,1
39.0,13185.297362048232,male,Alex,36,0.18344363029345745,C,0,2018,iOS,260,1
49.0,13214.551216410699,unknown,Unknown,17,0.6394799609633774,C,,2022,iOS,172,0
33.0,9717.406461605236,male,Unknown,6,0.09795859421458786,A,1,,Android,321,0
35.0,11945.157780702828,unknown,Giza,48,0.7566161496114067,B,1,2018,iOS,222,1
22.0,,male,Giza,46,0.7264479897623705,B,1,2019,Web,191,1
53.0,7607.797505574314,male,Tanta,19,0.004609883491097699,C,1,2022,,278,0
47.0,10071.516888765665,female,Giza,23,0.7920531695881787,D,,2020,Web,57,0
36.0,5372.401510753218,unknown,Giza,15,0.16378732427223186,C,,2020,Android,315,1
40.0,12159.388592658557,male,Unknown,12,??,C,,2019,iOS,270,0
51.0,10893.285105839723,male,Cairo,27,0.5002472061326853,C,1,2022,,84,1
30.0,12073.91318213925,female,Unknown,6,0.5900912186733186,C,0,,,322,0
46.0,5550.133588645701,male,Giza,14,0.10310580932228708,C,1,2022,,7,1
53.0,13445.045559539813,female,Tanta,22,0.30474857347129225,C,1,2021,Web,223,1
39.0,10459.10291947921,male,Cairo,22,0.4077949022654441,D,1,2018,Web,63,0
53.0,,female,Giza,30,0.9436160182003475,,0,2022,Web,244,1
26.0,8030.197307685945,female,Giza,4,0.25132225781877593,,0,2021,iOS,114,0
56.0,13070.847502450222,,,26,0.2604880455832298,A,,2019,,126,0
36.0,12002.641482507885,unknown,Tanta,43,0.6593952271618788,,1,2019,Android,329,0
55.0,16860.928893808778,,Tanta,9,0.7271524927794043,D,1,2019,Android,128,1
23.0,9476.605460179633,unknown,Giza,41,0.010822158001164595,C,1,2021,,297,0
32.0,7503.056497383868,male,Giza,6,0.1340308527158237,B,1,2020,Android,138,1
37.0,7777.960930097539,unknown,Unknown,31,0.3576910360499074,D,,2019,Web,324,1
26.0,5012.559891973523,,Alex,22,0.6320110077707773,B,0,2021,Android,384,1
49.0,7736.176759664861,unknown,Tanta,46,0.1341190141752776,A,,2021,,192,1
21.0,-532.6659072884086,,Tanta,8,0.3569491154405612,D,,2018,Web,82,0
,16159.448258170489,unknown,,28,0.0802026136665196,C,,2019,Android,324,0
22.0,18703.215322465785,male,Unknown,26,0.571113833397901,C,0,,,203,1
,9335.866149149228,male,Cairo,37,0.4263653300751644,D,,2020,Web,347,1
40.0,11971.456278829724,unknown,,20,0.7880812282476783,D,1,2021,iOS,150,1
28.0,10738.040989840194,unknown,,42,0.5738884408817416,C,,2020,Web,4,0
54.0,4091.233053720516,male,Cairo,5,0.6591075681385001,B,1,2020,Android,342,0
39.0,14618.167891525487,unknown,Cairo,25,0.6711583109647472,D,,2019,Web,215,0
21.0,15289.527199767286,female,Tanta,19,0.5896085918063183,C,,2019,iOS,336,1
46.0,5315.573570703421,male,Alex,14,0.01609204255976504,,1,2018,Android,131,1
51.0,11484.502391700838,male,Alex,44,0.8320592812243643,D,1,,iOS,122,0
30.0,8817.574249636104,,Unknown,37,0.9166995821032893,A,1,,Android,157,1
59.0,15354.649028100248,,Cairo,19,0.5342402623398887,A,1,2020,,235,0
26.0,9627.059999415958,female,Cairo,14,0.11215829590730308,D,1,2020,iOS,53,0
59.0,9748.931578687618,unknown,Giza,28,0.6547015449843878,C,0,2021,Android,371,1
48.0,18193.954687539324,female,Unknown,5,0.36373028445956146,B,0,2021,,88,0
24.0,4215.629616379755,unknown,,15,0.07328007461055719,D,0,,,336,1
21.0,11116.226938539397,,,0,0.8542070836782925,A,,,iOS,333,1
36.0,10398.928742104104,unknown,Unknown,5,0.7117133543335322,B,0,2021,,22,0
59.0,7283.736485285053,,Tanta,15,0.8048250767034809,,1,2020,,279,1
47.0,,male,Tanta,32,0.7961267033409741,B,0,2018,Android,272,1
48.0,11514.469104034984,male,Unknown,6,0.3576783332353075,,0,2022,Web,51,1
52.0,13022.97892575726,unknown,Alex,9,0.4822130103718313,A,,2021,,45,0
38.0,13665.717924897855,,Unknown,7,0.23365445165719312,,1,2022,iOS,208,1
48.0,,female,Alex,20,0.7548965358160773,B,,2018,Android,117,0
36.0,15587.939123246653,,Tanta,25,0.523961735514886,A,0,2020,Android,333,1
48.0,14682.405003730988,,Unknown,36,0.6500055653224988,B,0,,,186,1
49.0,9450.548244414324,,Alex,17,0.35662229919131416,D,,2022,,78,1
19.0,14222.200643462236,male,Giza,3,0.6791825308000137,B,,2019,Web,18,1
27.0,15579.711575356425,,Giza,19,0.6712046977773374,D,1,2020,iOS,126,1
19.0,13577.927813780712,unknown,Unknown,47,0.7701586118122802,D,0,2019,Android,324,1
19.0,6241.51184201578,male,Cairo,41,0.15543749218676273,,1,,Android,272,1
41.0,9584.403732167495,male,Unknown,47,0.6236683760898559,D,0,2018,Web,352,1
34.0,,male,Tanta,39,0.8794763543083038,,0,2022,Web,102,0
49.0,11134.542257437308,,Tanta,18,??,D,,2022,iOS,133,0
33.0,6646.722378376775,female,Giza,32,0.9607466708036764,A,0,2018,iOS,280,1
33.0,8710.464554508451,,Alex,22,0.2077831236230352,,0,,,174,1
56.0,11583.39978988219,,Giza,8,0.9365463505139954,B,1,2018,,244,1
48.0,3208.5343652649635,female,Alex,37,0.868019912349434,,0,2020,Web,288,1
41.0,10086.985875734961,,Unknown,44,0.7701881361945415,A,0,,iOS,138,0
18.0,13134.90126085234,unknown,Cairo,44,0.20943419042898936,D,0,,,160,0
28.0,,female,Tanta,17,0.2164380014307602,A,0,2018,Web,27,0
38.0,6141.345807574837,unknown,Unknown,45,0.2593048574909179,C,,2021,Web,105,1
21.0,6933.194929173451,unknown,Giza,1,0.8104564323190361,A,0,2019,Android,40,0
24.0,16691.47854699751,male,,47,??,A,0,2018,,314,1
43.0,5780.589384670059,male,,16,??,A,,2021,iOS,246,0
29.0,15335.505278764294,female,Unknown,15,0.7775290437192117,B,0,2022,Android,132,0
48.0,7204.0812166777305,,Cairo,45,0.46063007457666927,B,,2018,Web,84,1
34.0,15085.783477176548,unknown,Alex,44,0.8407460677605234,A,1,2019,,285,1
50.0,12434.967870805078,,Cairo,47,0.5621029983087693,C,0,2019,,173,1
28.0,8433.806651269455,unknown,Giza,23,0.5951253900640836,C,,2020,Web,89,1
45.0,2050.613945460078,male,Cairo,30,0.6767833092544558,,1,2022,iOS,55,0
49.0,11793.554654454058,male,Tanta,0,0.8459790396358583,A,0,2022,iOS,258,1
18.0,10817.034114858805,male,,27,0.0046339949183558105,,1,2019,Web,112,0
45.0,11862.607505043634,female,Cairo,48,0.3925552789246638,D,0,2021,,11,0
59.0,12427.306705774958,unknown,Unknown,32,0.9629915167166003,C,,2019,,134,1
24.0,4086.428220665667,,Alex,41,0.09867176499330754,D,,2018,Web,281,0
19.0,11769.723131101913,unknown,Tanta,36,0.23344851469459238,D,,2020,iOS,171,0
59.0,13341.433035701728,,Tanta,38,0.570931078640474,A,,,Web,55,0
41.0,13288.342095252405,,Tanta,3,0.8578797442062541,C,,2018,iOS,230,1
21.0,4361.245192708935,,Giza,0,0.09720333269495851,,0,2022,Android,12,0
36.0,15194.344361694644,unknown,Giza,32,0.004030406137298992,D,,2018,Android,336,1
43.0,11929.147700560537,male,Unknown,9,0.6870218489921748,A,0,2022,,271,0
28.0,12499.965877394236,female,Alex,2,0.5973020481765421,B,0,2020,,219,0
57.0,5969.3497294822655,female,Cairo,36,0.2710605038782967,C,0,2022,Web,103,1
28.0,13406.914829622232,male,Unknown,44,0.9576149176107545,B,0,2020,,81,1
20.0,2242.3867847648235,female,Giza,20,0.5591499003624176,,0,2021,Web,131,0
29.0,6183.114078679619,,Unknown,8,0.6634133229241594,,0,2021,iOS,39,0
20.0,15699.629271397203,female,Alex,39,0.3787821955903171,,,2020,,247,0
59.0,13188.674970896574,unknown,Unknown,42,0.9215882044951711,C,,2019,iOS,50,1
44.0,11311.786398232429,male,,23,0.2760766346084472,D,,2020,,182,0
19.0,14246.712447516658,male,,45,0.7487875280912594,A,0,2022,Android,160,0
33.0,,male,Tanta,7,??,D,0,2021,Web,125,1
19.0,13410.618301664128,male,Cairo,23,0.5377865341249801,C,0,,,294,1
47.0,9021.574244007092,unknown,Giza,23,0.5777895641524029,B,0,2021,,151,1
37.0,6048.7905679043915,,Giza,9,0.18835356438101025,A,1,2020,Android,338,0
55.0,7014.64184082443,,,34,0.323776742990146,,1,2019,iOS,318,1
45.0,16347.644744626688,,Alex,3,0.1786971969305411,B,,2020,Web,233,1
42.0,4260.256223230203,female,Alex,43,0.8450260860206993,D,,2022,iOS,251,0
49.0,12208.705318656795,,Alex,8,0.6571890599901375,A,0,2022,Android,315,0
27.0,12215.616062391959,female,Giza,10,0.4464340927823689,,0,2018,,365,1
59.0,16606.257099233306,unknown,Tanta,42,0.5559802504507468,A,,2019,,127,0
57.0,12203.016135342039,female,Cairo,47,0.34404155051386875,D,,2021,Web,353,0
50.0,8095.493202549293,,Alex,12,0.4287393260763167,C,,,,51,1
30.0,8166.359856799445,male,Giza,26,0.6193718007447686,D,0,2022,,48,0
58.0,9973.987221389767,unknown,Tanta,29,0.21147860088562775,C,,2022,iOS,65,0
59.0,15097.011639985194,,Alex,45,0.13409629125254885,,0,2019,iOS,296,0
54.0,13629.339364371848,,Alex,38,0.9444588931768124,D,1,2020,Android,142,0
33.0,5114.299145993829,,Cairo,11,??,D,0,2018,Android,56,1
39.0,11253.98271387184,unknown,,18,0.4952244469803353,D,,,Web,109,0
37.0,13713.685452890606,male,Cairo,39,??,D,1,2022,Android,304,0
44.0,8932.710764848742,male,Unknown,3,0.5560834087780336,C,,2018,iOS,186,0
58.0,280.11507948284816,male,,48,0.6348746804673505,C,1,2021,,261,1
33.0,9115.870973752475,,,33,0.1634329469480481,B,0,2018,Web,191,0
51.0,3316.826348816159,female,,22,0.3949284761184946,,,2022,iOS,68,0
49.0,2604.4527520151596,,Alex,44,0.6902367535050294,,,,Web,167,0
43.0,14793.246545634749,male,Unknown,25,0.20978623834410737,C,,2020,iOS,286,1
42.0,21344.637817128852,unknown,Giza,6,0.4835565049095427,B,1,,Android,397,0
19.0,16139.284541862073,female,Cairo,17,0.5892497501796017,B,0,2022,Android,197,1
29.0,-1747.6685127020664,female,,41,0.7893327950735954,D,,2021,Web,96,0
57.0,9221.442892531722,,,3,0.21634209953227757,B,1,2018,iOS,44,1
26.0,7346.402168998233,unknown,Tanta,7,0.9780919338498245,,1,2020,Android,95,0
29.0,3380.8495132758508,female,Alex,21,0.967426349201154,A,,,Android,11,0
43.0,12091.86434390133,male,Alex,25,0.012293520384789924,C,0,2020,Android,166,0
26.0,9168.428147533385,,Unknown,12,0.36797752235367986,D,1,,Web,149,1
27.0,4761.596846896268,,Cairo,45,0.06783951645236108,B,1,2018,Android,333,1
49.0,746.4464029471146,male,,16,0.3172465966396312,C,,2018,iOS,290,0
51.0,7259.877417227709,male,,43,0.6070628860128617,C,,2018,,215,1
37.0,10035.581701482768,male,Unknown,35,0.6087365278118787,C,,2021,Web,98,0
56.0,9467.124458691358,female,Alex,40,0.09666376154950862,,,2020,,268,0
19.0,14782.520508436957,unknown,Cairo,46,0.6771183363708191,D,1,2022,,167,1
18.0,11520.928149099458,female,Alex,14,0.8463388235360241,A,1,2021,Web,20,0
53.0,8449.17080719253,unknown,Cairo,17,0.6311645284996935,D,1,2018,Web,199,0
41.0,6322.475849220204,,Alex,26,0.30996594250129106,B,1,2018,Web,141,0
44.0,2030.8304892755887,unknown,Tanta,5,0.0024950577483476843,D,1,,Web,241,0
19.0,5089.258629280586,male,,33,0.6484085341718586,,,2022,Web,190,1
48.0,16112.443649888382,female,Unknown,40,0.6777539825655039,A,1,,Android,235,0
31.0,13891.028369162359,male,Cairo,4,0.7087492657621022,D,0,2022,Web,234,0
19.0,11299.457051851561,,Unknown,11,0.03926056110522613,B,,2022,Android,393,0
46.0,7776.688190285748,female,Cairo,28,0.5164477607464409,D,,2019,iOS,96,0
32.0,15584.589048622434,female,Cairo,36,0.4134312635719266,,,2021,Android,71,0
29.0,5449.976291648119,male,,11,0.7673482694509431,C,0,2019,,183,1
54.0,5501.44192058484,female,Cairo,24,0.7226892279868308,,1,2022,Web,259,1
